source,img_idx,model,noise_idx,mse_t1,mse_t11,mse_t21,mse_t31,mse_t41,mse_t51,mse_t61,mse_t71,mse_t81,mse_t91,mse_t101,mse_t111,mse_t121,mse_t131,mse_t141,mse_t151,mse_t161,mse_t171,mse_t181,mse_t191,mse_t201,mse_t211,mse_t221,mse_t231,mse_t241
SD1.1,0,SD1.1,10,0.9091796875,0.7060546875,0.6166992188,0.5576171875,0.5156250000,0.4812011719,0.4521484375,0.4267578125,0.4045410156,0.3852539062,0.3674316406,0.3510742188,0.3359375000,0.3222656250,0.3093261719,0.2976074219,0.2866210938,0.2763671875,0.2668457031,0.2578125000,0.2491455078,0.2410888672,0.2337646484,0.2263183594,0.2192382812
SD1.1,0,SD1.1,11,0.8833007812,0.6870117188,0.6025390625,0.5468750000,0.5068359375,0.4746093750,0.4472656250,0.4238281250,0.4033203125,0.3854980469,0.3693847656,0.3544921875,0.3403320312,0.3278808594,0.3156738281,0.3041992188,0.2937011719,0.2834472656,0.2739257812,0.2644042969,0.2553710938,0.2467041016,0.2388916016,0.2308349609,0.2231445312
SD1.1,0,SD1.1,12,0.8984375000,0.7026367188,0.6157226562,0.5581054688,0.5170898438,0.4833984375,0.4548339844,0.4304199219,0.4091796875,0.3906250000,0.3740234375,0.3586425781,0.3442382812,0.3315429688,0.3193359375,0.3078613281,0.2973632812,0.2873535156,0.2780761719,0.2690429688,0.2602539062,0.2519531250,0.2443847656,0.2366943359,0.2293701172
SD1.1,0,SD1.1,13,0.9052734375,0.7133789062,0.6274414062,0.5698242188,0.5283203125,0.4941406250,0.4648437500,0.4389648438,0.4162597656,0.3964843750,0.3784179688,0.3615722656,0.3459472656,0.3320312500,0.3186035156,0.3063964844,0.2951660156,0.2849121094,0.2749023438,0.2651367188,0.2556152344,0.2467041016,0.2385253906,0.2303466797,0.2225341797
SD1.1,0,SD1.1,14,0.8984375000,0.7026367188,0.6157226562,0.5585937500,0.5170898438,0.4836425781,0.4555664062,0.4313964844,0.4101562500,0.3920898438,0.3754882812,0.3601074219,0.3459472656,0.3332519531,0.3208007812,0.3095703125,0.2988281250,0.2885742188,0.2790527344,0.2695312500,0.2607421875,0.2521972656,0.2445068359,0.2365722656,0.2292480469
SD1.1,0,SD1.1,15,0.8867187500,0.6992187500,0.6162109375,0.5600585938,0.5195312500,0.4865722656,0.4584960938,0.4340820312,0.4123535156,0.3935546875,0.3762207031,0.3601074219,0.3452148438,0.3317871094,0.3190917969,0.3073730469,0.2963867188,0.2858886719,0.2763671875,0.2668457031,0.2578125000,0.2492675781,0.2413330078,0.2332763672,0.2257080078
SD1.1,0,SD1.1,16,0.9091796875,0.7045898438,0.6157226562,0.5576171875,0.5151367188,0.4809570312,0.4516601562,0.4262695312,0.4040527344,0.3847656250,0.3674316406,0.3513183594,0.3361816406,0.3229980469,0.3103027344,0.2985839844,0.2873535156,0.2770996094,0.2673339844,0.2578125000,0.2487792969,0.2401123047,0.2324218750,0.2244873047,0.2170410156
SD1.1,0,SD1.1,17,0.8964843750,0.6958007812,0.6074218750,0.5493164062,0.5073242188,0.4731445312,0.4443359375,0.4196777344,0.3979492188,0.3793945312,0.3623046875,0.3469238281,0.3322753906,0.3195800781,0.3071289062,0.2958984375,0.2851562500,0.2751464844,0.2658691406,0.2565917969,0.2478027344,0.2392578125,0.2315673828,0.2237548828,0.2164306641
SD1.1,0,SD1.1,18,0.8857421875,0.6904296875,0.6054687500,0.5498046875,0.5092773438,0.4765625000,0.4487304688,0.4245605469,0.4033203125,0.3850097656,0.3681640625,0.3525390625,0.3378906250,0.3247070312,0.3122558594,0.3005371094,0.2897949219,0.2800292969,0.2707519531,0.2617187500,0.2534179688,0.2452392578,0.2376708984,0.2298583984,0.2225341797
SD1.1,0,SD1.1,19,0.9121093750,0.7128906250,0.6245117188,0.5649414062,0.5214843750,0.4868164062,0.4577636719,0.4326171875,0.4106445312,0.3918457031,0.3750000000,0.3596191406,0.3452148438,0.3327636719,0.3205566406,0.3093261719,0.2985839844,0.2885742188,0.2790527344,0.2700195312,0.2612304688,0.2529296875,0.2454833984,0.2379150391,0.2304687500
SD1.1,0,SD1.1,20,0.8881835938,0.7001953125,0.6171875000,0.5615234375,0.5200195312,0.4863281250,0.4577636719,0.4328613281,0.4108886719,0.3920898438,0.3747558594,0.3588867188,0.3442382812,0.3312988281,0.3190917969,0.3078613281,0.2973632812,0.2873535156,0.2780761719,0.2690429688,0.2604980469,0.2519531250,0.2443847656,0.2363281250,0.2287597656
SD1.1,0,SD1.1,21,0.8891601562,0.6899414062,0.6044921875,0.5483398438,0.5078125000,0.4746093750,0.4467773438,0.4228515625,0.4016113281,0.3833007812,0.3664550781,0.3508300781,0.3364257812,0.3234863281,0.3112792969,0.2998046875,0.2893066406,0.2795410156,0.2707519531,0.2619628906,0.2534179688,0.2451171875,0.2375488281,0.2299804688,0.2227783203
SD1.1,0,SD1.1,22,0.8896484375,0.6997070312,0.6147460938,0.5581054688,0.5175781250,0.4838867188,0.4555664062,0.4306640625,0.4086914062,0.3896484375,0.3723144531,0.3559570312,0.3410644531,0.3276367188,0.3146972656,0.3027343750,0.2915039062,0.2807617188,0.2707519531,0.2609863281,0.2517089844,0.2427978516,0.2347412109,0.2265625000,0.2188720703
SD1.1,0,SD1.1,23,0.9111328125,0.7089843750,0.6210937500,0.5634765625,0.5214843750,0.4870605469,0.4580078125,0.4331054688,0.4116210938,0.3930664062,0.3762207031,0.3605957031,0.3459472656,0.3330078125,0.3203125000,0.3085937500,0.2978515625,0.2875976562,0.2775878906,0.2678222656,0.2585449219,0.2495117188,0.2413330078,0.2330322266,0.2252197266
SD1.1,0,SD1.1,24,0.9150390625,0.7158203125,0.6264648438,0.5668945312,0.5234375000,0.4880371094,0.4580078125,0.4318847656,0.4091796875,0.3896484375,0.3718261719,0.3557128906,0.3410644531,0.3283691406,0.3159179688,0.3044433594,0.2934570312,0.2832031250,0.2734375000,0.2639160156,0.2551269531,0.2463378906,0.2385253906,0.2304687500,0.2229003906
SD1.1,0,SD1.1,25,0.9018554688,0.7099609375,0.6259765625,0.5698242188,0.5288085938,0.4956054688,0.4667968750,0.4414062500,0.4189453125,0.3996582031,0.3818359375,0.3652343750,0.3498535156,0.3361816406,0.3227539062,0.3105468750,0.2993164062,0.2885742188,0.2785644531,0.2687988281,0.2595214844,0.2507324219,0.2426757812,0.2344970703,0.2268066406
SD1.1,0,SD1.1,26,0.8989257812,0.7060546875,0.6220703125,0.5668945312,0.5268554688,0.4943847656,0.4665527344,0.4416503906,0.4196777344,0.4001464844,0.3823242188,0.3654785156,0.3498535156,0.3356933594,0.3220214844,0.3095703125,0.2978515625,0.2868652344,0.2766113281,0.2666015625,0.2570800781,0.2481689453,0.2399902344,0.2318115234,0.2239990234
SD1.1,0,SD1.1,27,0.8886718750,0.6948242188,0.6098632812,0.5541992188,0.5146484375,0.4819335938,0.4541015625,0.4294433594,0.4079589844,0.3891601562,0.3723144531,0.3564453125,0.3417968750,0.3286132812,0.3159179688,0.3041992188,0.2927246094,0.2822265625,0.2722167969,0.2624511719,0.2531738281,0.2443847656,0.2363281250,0.2282714844,0.2205810547
SD1.1,0,SD1.1,28,0.8989257812,0.7055664062,0.6181640625,0.5600585938,0.5180664062,0.4833984375,0.4543457031,0.4287109375,0.4062500000,0.3867187500,0.3686523438,0.3520507812,0.3366699219,0.3232421875,0.3103027344,0.2983398438,0.2871093750,0.2766113281,0.2670898438,0.2575683594,0.2487792969,0.2403564453,0.2326660156,0.2249755859,0.2177734375
SD1.1,0,SD1.1,29,0.9018554688,0.7011718750,0.6166992188,0.5610351562,0.5205078125,0.4868164062,0.4584960938,0.4335937500,0.4118652344,0.3930664062,0.3759765625,0.3601074219,0.3454589844,0.3325195312,0.3200683594,0.3085937500,0.2978515625,0.2875976562,0.2780761719,0.2687988281,0.2600097656,0.2514648438,0.2436523438,0.2357177734,0.2282714844
SD1.1,1,SD1.1,0,0.9399414062,0.7670898438,0.6826171875,0.6240234375,0.5805664062,0.5444335938,0.5131835938,0.4858398438,0.4614257812,0.4404296875,0.4213867188,0.4035644531,0.3872070312,0.3725585938,0.3583984375,0.3452148438,0.3325195312,0.3203125000,0.3088378906,0.2976074219,0.2868652344,0.2766113281,0.2673339844,0.2575683594,0.2484130859
SD1.1,1,SD1.1,1,0.9384765625,0.7626953125,0.6782226562,0.6210937500,0.5795898438,0.5454101562,0.5156250000,0.4892578125,0.4655761719,0.4448242188,0.4255371094,0.4072265625,0.3901367188,0.3747558594,0.3598632812,0.3459472656,0.3330078125,0.3203125000,0.3085937500,0.2971191406,0.2858886719,0.2751464844,0.2653808594,0.2553710938,0.2458496094
SD1.1,1,SD1.1,2,0.9570312500,0.7719726562,0.6850585938,0.6269531250,0.5854492188,0.5502929688,0.5195312500,0.4926757812,0.4687500000,0.4477539062,0.4284667969,0.4104003906,0.3930664062,0.3776855469,0.3623046875,0.3481445312,0.3344726562,0.3215332031,0.3093261719,0.2973632812,0.2858886719,0.2749023438,0.2648925781,0.2548828125,0.2452392578
SD1.1,1,SD1.1,3,0.9404296875,0.7636718750,0.6787109375,0.6206054688,0.5771484375,0.5410156250,0.5102539062,0.4833984375,0.4594726562,0.4382324219,0.4184570312,0.4001464844,0.3830566406,0.3676757812,0.3530273438,0.3393554688,0.3266601562,0.3142089844,0.3027343750,0.2915039062,0.2805175781,0.2702636719,0.2607421875,0.2512207031,0.2423095703
SD1.1,1,SD1.1,4,0.9423828125,0.7607421875,0.6733398438,0.6147460938,0.5712890625,0.5351562500,0.5043945312,0.4775390625,0.4538574219,0.4331054688,0.4143066406,0.3969726562,0.3808593750,0.3664550781,0.3522949219,0.3391113281,0.3264160156,0.3144531250,0.3032226562,0.2919921875,0.2812500000,0.2709960938,0.2617187500,0.2521972656,0.2432861328
SD1.1,1,SD1.1,5,0.9418945312,0.7680664062,0.6826171875,0.6235351562,0.5795898438,0.5434570312,0.5126953125,0.4855957031,0.4616699219,0.4411621094,0.4226074219,0.4050292969,0.3884277344,0.3735351562,0.3593750000,0.3459472656,0.3330078125,0.3208007812,0.3093261719,0.2978515625,0.2871093750,0.2766113281,0.2670898438,0.2575683594,0.2485351562
SD1.1,1,SD1.1,6,0.9360351562,0.7558593750,0.6699218750,0.6123046875,0.5693359375,0.5341796875,0.5039062500,0.4772949219,0.4536132812,0.4326171875,0.4133300781,0.3952636719,0.3781738281,0.3630371094,0.3483886719,0.3347167969,0.3217773438,0.3095703125,0.2980957031,0.2868652344,0.2761230469,0.2658691406,0.2565917969,0.2470703125,0.2380371094
SD1.1,1,SD1.1,7,0.9321289062,0.7583007812,0.6713867188,0.6118164062,0.5678710938,0.5317382812,0.5009765625,0.4736328125,0.4492187500,0.4279785156,0.4084472656,0.3901367188,0.3728027344,0.3576660156,0.3427734375,0.3293457031,0.3164062500,0.3044433594,0.2929687500,0.2819824219,0.2714843750,0.2614746094,0.2524414062,0.2432861328,0.2347412109
SD1.1,1,SD1.1,8,0.9511718750,0.7714843750,0.6831054688,0.6225585938,0.5776367188,0.5410156250,0.5097656250,0.4826660156,0.4589843750,0.4382324219,0.4194335938,0.4020996094,0.3857421875,0.3713378906,0.3571777344,0.3439941406,0.3312988281,0.3193359375,0.3078613281,0.2966308594,0.2858886719,0.2753906250,0.2658691406,0.2561035156,0.2469482422
SD1.1,1,SD1.1,9,0.9389648438,0.7578125000,0.6708984375,0.6113281250,0.5678710938,0.5317382812,0.5014648438,0.4753417969,0.4521484375,0.4321289062,0.4135742188,0.3964843750,0.3803710938,0.3657226562,0.3518066406,0.3386230469,0.3259277344,0.3139648438,0.3027343750,0.2917480469,0.2812500000,0.2712402344,0.2622070312,0.2529296875,0.2441406250
SD1.1,1,SD1.1,10,0.9545898438,0.7734375000,0.6860351562,0.6264648438,0.5825195312,0.5458984375,0.5151367188,0.4875488281,0.4631347656,0.4414062500,0.4216308594,0.4030761719,0.3854980469,0.3701171875,0.3552246094,0.3413085938,0.3283691406,0.3159179688,0.3041992188,0.2927246094,0.2819824219,0.2712402344,0.2617187500,0.2519531250,0.2427978516
SD1.1,1,SD1.1,11,0.9179687500,0.7446289062,0.6616210938,0.6049804688,0.5629882812,0.5283203125,0.4992675781,0.4736328125,0.4511718750,0.4313964844,0.4133300781,0.3962402344,0.3801269531,0.3654785156,0.3510742188,0.3374023438,0.3244628906,0.3122558594,0.3007812500,0.2895507812,0.2788085938,0.2683105469,0.2590332031,0.2492675781,0.2401123047
SD1.1,1,SD1.1,12,0.9360351562,0.7597656250,0.6757812500,0.6176757812,0.5747070312,0.5385742188,0.5078125000,0.4804687500,0.4562988281,0.4355468750,0.4167480469,0.3994140625,0.3835449219,0.3691406250,0.3549804688,0.3415527344,0.3288574219,0.3166503906,0.3051757812,0.2939453125,0.2832031250,0.2729492188,0.2634277344,0.2536621094,0.2447509766
SD1.1,1,SD1.1,13,0.9384765625,0.7651367188,0.6801757812,0.6225585938,0.5810546875,0.5468750000,0.5170898438,0.4902343750,0.4663085938,0.4453125000,0.4255371094,0.4069824219,0.3894042969,0.3732910156,0.3579101562,0.3435058594,0.3300781250,0.3173828125,0.3054199219,0.2939453125,0.2829589844,0.2724609375,0.2629394531,0.2531738281,0.2441406250
SD1.1,1,SD1.1,14,0.9267578125,0.7465820312,0.6601562500,0.6030273438,0.5605468750,0.5263671875,0.4973144531,0.4721679688,0.4494628906,0.4296875000,0.4111328125,0.3935546875,0.3771972656,0.3625488281,0.3483886719,0.3352050781,0.3229980469,0.3112792969,0.3005371094,0.2900390625,0.2797851562,0.2697753906,0.2607421875,0.2514648438,0.2425537109
SD1.1,1,SD1.1,15,0.9189453125,0.7539062500,0.6713867188,0.6147460938,0.5727539062,0.5375976562,0.5073242188,0.4807128906,0.4567871094,0.4357910156,0.4162597656,0.3981933594,0.3811035156,0.3657226562,0.3508300781,0.3371582031,0.3244628906,0.3125000000,0.3012695312,0.2905273438,0.2800292969,0.2700195312,0.2609863281,0.2517089844,0.2430419922
SD1.1,1,SD1.1,16,0.9379882812,0.7548828125,0.6699218750,0.6137695312,0.5708007812,0.5351562500,0.5043945312,0.4775390625,0.4536132812,0.4326171875,0.4135742188,0.3962402344,0.3798828125,0.3652343750,0.3513183594,0.3381347656,0.3254394531,0.3137207031,0.3024902344,0.2917480469,0.2814941406,0.2714843750,0.2624511719,0.2531738281,0.2445068359
SD1.1,1,SD1.1,17,0.9335937500,0.7504882812,0.6640625000,0.6064453125,0.5634765625,0.5278320312,0.4970703125,0.4702148438,0.4465332031,0.4260253906,0.4072265625,0.3896484375,0.3732910156,0.3586425781,0.3447265625,0.3315429688,0.3190917969,0.3071289062,0.2961425781,0.2851562500,0.2746582031,0.2646484375,0.2553710938,0.2460937500,0.2373046875
SD1.1,1,SD1.1,18,0.9233398438,0.7539062500,0.6708984375,0.6142578125,0.5722656250,0.5371093750,0.5078125000,0.4819335938,0.4592285156,0.4392089844,0.4206542969,0.4033203125,0.3867187500,0.3715820312,0.3566894531,0.3427734375,0.3298339844,0.3176269531,0.3063964844,0.2949218750,0.2841796875,0.2739257812,0.2646484375,0.2551269531,0.2462158203
SD1.1,1,SD1.1,19,0.9462890625,0.7636718750,0.6777343750,0.6196289062,0.5766601562,0.5410156250,0.5102539062,0.4829101562,0.4589843750,0.4377441406,0.4184570312,0.4003906250,0.3835449219,0.3684082031,0.3537597656,0.3400878906,0.3271484375,0.3146972656,0.3029785156,0.2912597656,0.2802734375,0.2695312500,0.2600097656,0.2502441406,0.2410888672
SD1.1,1,SD1.1,20,0.9248046875,0.7519531250,0.6684570312,0.6123046875,0.5703125000,0.5361328125,0.5058593750,0.4794921875,0.4560546875,0.4353027344,0.4165039062,0.3986816406,0.3818359375,0.3669433594,0.3525390625,0.3393554688,0.3266601562,0.3146972656,0.3034667969,0.2922363281,0.2814941406,0.2712402344,0.2617187500,0.2521972656,0.2431640625
SD1.1,1,SD1.1,21,0.9291992188,0.7548828125,0.6674804688,0.6074218750,0.5639648438,0.5278320312,0.4975585938,0.4711914062,0.4477539062,0.4277343750,0.4091796875,0.3918457031,0.3754882812,0.3605957031,0.3461914062,0.3327636719,0.3198242188,0.3078613281,0.2966308594,0.2856445312,0.2753906250,0.2653808594,0.2563476562,0.2470703125,0.2384033203
SD1.1,1,SD1.1,22,0.9189453125,0.7451171875,0.6616210938,0.6044921875,0.5615234375,0.5263671875,0.4968261719,0.4707031250,0.4475097656,0.4272460938,0.4086914062,0.3913574219,0.3752441406,0.3608398438,0.3466796875,0.3334960938,0.3210449219,0.3093261719,0.2983398438,0.2878417969,0.2775878906,0.2678222656,0.2590332031,0.2500000000,0.2414550781
SD1.1,1,SD1.1,23,0.9453125000,0.7607421875,0.6728515625,0.6127929688,0.5683593750,0.5322265625,0.5009765625,0.4743652344,0.4506835938,0.4299316406,0.4111328125,0.3935546875,0.3774414062,0.3630371094,0.3491210938,0.3361816406,0.3239746094,0.3125000000,0.3015136719,0.2905273438,0.2800292969,0.2697753906,0.2604980469,0.2509765625,0.2418212891
SD1.1,1,SD1.1,24,0.9404296875,0.7583007812,0.6718750000,0.6137695312,0.5703125000,0.5341796875,0.5029296875,0.4760742188,0.4523925781,0.4318847656,0.4128417969,0.3952636719,0.3786621094,0.3637695312,0.3493652344,0.3356933594,0.3229980469,0.3110351562,0.3000488281,0.2890625000,0.2788085938,0.2690429688,0.2600097656,0.2509765625,0.2424316406
SD1.1,1,SD1.1,25,0.9345703125,0.7617187500,0.6762695312,0.6191406250,0.5771484375,0.5419921875,0.5117187500,0.4851074219,0.4614257812,0.4406738281,0.4213867188,0.4035644531,0.3867187500,0.3713378906,0.3564453125,0.3425292969,0.3295898438,0.3171386719,0.3054199219,0.2941894531,0.2832031250,0.2727050781,0.2631835938,0.2534179688,0.2442626953
SD1.1,1,SD1.1,26,0.9345703125,0.7607421875,0.6743164062,0.6166992188,0.5737304688,0.5380859375,0.5073242188,0.4804687500,0.4567871094,0.4360351562,0.4167480469,0.3989257812,0.3818359375,0.3669433594,0.3522949219,0.3386230469,0.3259277344,0.3139648438,0.3027343750,0.2915039062,0.2810058594,0.2705078125,0.2609863281,0.2512207031,0.2421875000
SD1.1,1,SD1.1,27,0.9218750000,0.7500000000,0.6684570312,0.6137695312,0.5727539062,0.5380859375,0.5083007812,0.4821777344,0.4584960938,0.4377441406,0.4187011719,0.4011230469,0.3845214844,0.3696289062,0.3554687500,0.3420410156,0.3295898438,0.3178710938,0.3066406250,0.2956542969,0.2854003906,0.2751464844,0.2658691406,0.2563476562,0.2473144531
SD1.1,1,SD1.1,28,0.9355468750,0.7587890625,0.6733398438,0.6157226562,0.5737304688,0.5385742188,0.5083007812,0.4812011719,0.4570312500,0.4355468750,0.4160156250,0.3979492188,0.3813476562,0.3664550781,0.3520507812,0.3383789062,0.3251953125,0.3127441406,0.3010253906,0.2895507812,0.2785644531,0.2680664062,0.2585449219,0.2490234375,0.2399902344
SD1.1,1,SD1.1,29,0.9443359375,0.7675781250,0.6811523438,0.6215820312,0.5766601562,0.5395507812,0.5078125000,0.4797363281,0.4550781250,0.4333496094,0.4135742188,0.3952636719,0.3781738281,0.3630371094,0.3486328125,0.3349609375,0.3222656250,0.3100585938,0.2988281250,0.2875976562,0.2770996094,0.2668457031,0.2575683594,0.2480468750,0.2391357422
SD1.1,2,SD1.1,0,0.8403320312,0.6000976562,0.5146484375,0.4638671875,0.4291992188,0.4013671875,0.3781738281,0.3579101562,0.3398437500,0.3239746094,0.3095703125,0.2961425781,0.2836914062,0.2727050781,0.2622070312,0.2526855469,0.2437744141,0.2354736328,0.2276611328,0.2199707031,0.2127685547,0.2058105469,0.1997070312,0.1934814453,0.1875000000
SD1.1,2,SD1.1,1,0.8486328125,0.6123046875,0.5292968750,0.4787597656,0.4440917969,0.4162597656,0.3925781250,0.3718261719,0.3535156250,0.3378906250,0.3234863281,0.3103027344,0.2976074219,0.2863769531,0.2758789062,0.2658691406,0.2565917969,0.2478027344,0.2395019531,0.2314453125,0.2238769531,0.2165527344,0.2097167969,0.2027587891,0.1961669922
SD1.1,2,SD1.1,2,0.8613281250,0.6113281250,0.5224609375,0.4702148438,0.4348144531,0.4072265625,0.3842773438,0.3645019531,0.3471679688,0.3317871094,0.3176269531,0.3046875000,0.2924804688,0.2814941406,0.2707519531,0.2609863281,0.2517089844,0.2429199219,0.2347412109,0.2268066406,0.2193603516,0.2122802734,0.2058105469,0.1994628906,0.1933593750
SD1.1,2,SD1.1,3,0.8442382812,0.5991210938,0.5112304688,0.4587402344,0.4228515625,0.3942871094,0.3708496094,0.3513183594,0.3347167969,0.3203125000,0.3071289062,0.2949218750,0.2834472656,0.2729492188,0.2629394531,0.2536621094,0.2448730469,0.2366943359,0.2291259766,0.2216796875,0.2145996094,0.2077636719,0.2016601562,0.1953125000,0.1893310547
SD1.1,2,SD1.1,4,0.8500976562,0.6044921875,0.5200195312,0.4704589844,0.4360351562,0.4082031250,0.3852539062,0.3652343750,0.3479003906,0.3330078125,0.3193359375,0.3068847656,0.2954101562,0.2851562500,0.2749023438,0.2656250000,0.2565917969,0.2482910156,0.2406005859,0.2330322266,0.2260742188,0.2192382812,0.2131347656,0.2069091797,0.2009277344
SD1.1,2,SD1.1,5,0.8461914062,0.6069335938,0.5224609375,0.4724121094,0.4372558594,0.4091796875,0.3857421875,0.3652343750,0.3471679688,0.3315429688,0.3171386719,0.3039550781,0.2915039062,0.2805175781,0.2700195312,0.2604980469,0.2514648438,0.2430419922,0.2352294922,0.2275390625,0.2203369141,0.2135009766,0.2072753906,0.2009277344,0.1950683594
SD1.1,2,SD1.1,6,0.8437500000,0.6074218750,0.5224609375,0.4704589844,0.4343261719,0.4052734375,0.3806152344,0.3591308594,0.3400878906,0.3237304688,0.3085937500,0.2949218750,0.2824707031,0.2714843750,0.2612304688,0.2517089844,0.2429199219,0.2347412109,0.2271728516,0.2197265625,0.2130126953,0.2065429688,0.2009277344,0.1954345703,0.1904296875
SD1.1,2,SD1.1,7,0.8315429688,0.6000976562,0.5146484375,0.4638671875,0.4301757812,0.4035644531,0.3811035156,0.3613281250,0.3439941406,0.3288574219,0.3151855469,0.3027343750,0.2912597656,0.2807617188,0.2709960938,0.2617187500,0.2531738281,0.2451171875,0.2374267578,0.2299804688,0.2227783203,0.2158203125,0.2094726562,0.2030029297,0.1970214844
SD1.1,2,SD1.1,8,0.8457031250,0.6040039062,0.5170898438,0.4643554688,0.4284667969,0.4006347656,0.3774414062,0.3576660156,0.3403320312,0.3254394531,0.3117675781,0.2995605469,0.2880859375,0.2780761719,0.2685546875,0.2597656250,0.2514648438,0.2434082031,0.2357177734,0.2281494141,0.2207031250,0.2136230469,0.2070312500,0.2004394531,0.1943359375
SD1.1,2,SD1.1,9,0.8422851562,0.6069335938,0.5244140625,0.4733886719,0.4375000000,0.4091796875,0.3852539062,0.3645019531,0.3464355469,0.3305664062,0.3161621094,0.3029785156,0.2905273438,0.2795410156,0.2690429688,0.2592773438,0.2500000000,0.2413330078,0.2331542969,0.2250976562,0.2175292969,0.2103271484,0.2039794922,0.1976318359,0.1918945312
SD1.1,2,SD1.1,10,0.8505859375,0.6113281250,0.5273437500,0.4753417969,0.4392089844,0.4106445312,0.3872070312,0.3669433594,0.3493652344,0.3339843750,0.3198242188,0.3068847656,0.2946777344,0.2836914062,0.2731933594,0.2634277344,0.2543945312,0.2460937500,0.2385253906,0.2312011719,0.2243652344,0.2178955078,0.2117919922,0.2056884766,0.1999511719
SD1.1,2,SD1.1,11,0.8305664062,0.5971679688,0.5146484375,0.4638671875,0.4294433594,0.4030761719,0.3811035156,0.3620605469,0.3454589844,0.3308105469,0.3171386719,0.3041992188,0.2919921875,0.2812500000,0.2707519531,0.2612304688,0.2524414062,0.2440185547,0.2362060547,0.2286376953,0.2215576172,0.2149658203,0.2088623047,0.2025146484,0.1965332031
SD1.1,2,SD1.1,12,0.8417968750,0.6074218750,0.5214843750,0.4689941406,0.4328613281,0.4045410156,0.3808593750,0.3605957031,0.3427734375,0.3271484375,0.3125000000,0.2988281250,0.2861328125,0.2749023438,0.2639160156,0.2541503906,0.2447509766,0.2362060547,0.2282714844,0.2204589844,0.2131347656,0.2060546875,0.1997070312,0.1932373047,0.1872558594
SD1.1,2,SD1.1,13,0.8403320312,0.6064453125,0.5219726562,0.4711914062,0.4365234375,0.4089355469,0.3859863281,0.3654785156,0.3474121094,0.3312988281,0.3168945312,0.3039550781,0.2915039062,0.2802734375,0.2692871094,0.2592773438,0.2500000000,0.2412109375,0.2331542969,0.2252197266,0.2178955078,0.2108154297,0.2045898438,0.1982421875,0.1923828125
SD1.1,2,SD1.1,14,0.8408203125,0.6020507812,0.5151367188,0.4624023438,0.4270019531,0.3996582031,0.3769531250,0.3571777344,0.3400878906,0.3251953125,0.3115234375,0.2990722656,0.2875976562,0.2775878906,0.2678222656,0.2585449219,0.2502441406,0.2424316406,0.2352294922,0.2283935547,0.2216796875,0.2149658203,0.2088623047,0.2025146484,0.1962890625
SD1.1,2,SD1.1,15,0.8247070312,0.5957031250,0.5131835938,0.4624023438,0.4270019531,0.3986816406,0.3754882812,0.3557128906,0.3391113281,0.3247070312,0.3115234375,0.2990722656,0.2873535156,0.2768554688,0.2663574219,0.2568359375,0.2478027344,0.2392578125,0.2313232422,0.2237548828,0.2169189453,0.2100830078,0.2039794922,0.1977539062,0.1918945312
SD1.1,2,SD1.1,16,0.8359375000,0.5957031250,0.5097656250,0.4575195312,0.4218750000,0.3937988281,0.3701171875,0.3496093750,0.3317871094,0.3164062500,0.3027343750,0.2900390625,0.2785644531,0.2680664062,0.2583007812,0.2492675781,0.2408447266,0.2329101562,0.2255859375,0.2182617188,0.2114257812,0.2049560547,0.1989746094,0.1929931641,0.1873779297
SD1.1,2,SD1.1,17,0.8437500000,0.6049804688,0.5205078125,0.4692382812,0.4345703125,0.4072265625,0.3842773438,0.3645019531,0.3466796875,0.3315429688,0.3173828125,0.3044433594,0.2924804688,0.2817382812,0.2712402344,0.2614746094,0.2521972656,0.2434082031,0.2353515625,0.2274169922,0.2202148438,0.2133789062,0.2076416016,0.2019042969,0.1961669922
SD1.1,2,SD1.1,18,0.8227539062,0.5927734375,0.5092773438,0.4575195312,0.4223632812,0.3950195312,0.3725585938,0.3532714844,0.3366699219,0.3220214844,0.3088378906,0.2963867188,0.2846679688,0.2741699219,0.2639160156,0.2546386719,0.2458496094,0.2375488281,0.2297363281,0.2219238281,0.2145996094,0.2075195312,0.2011718750,0.1945800781,0.1884765625
SD1.1,2,SD1.1,19,0.8496093750,0.6040039062,0.5185546875,0.4682617188,0.4335937500,0.4057617188,0.3820800781,0.3615722656,0.3439941406,0.3293457031,0.3156738281,0.3029785156,0.2910156250,0.2802734375,0.2700195312,0.2602539062,0.2509765625,0.2425537109,0.2346191406,0.2270507812,0.2199707031,0.2131347656,0.2071533203,0.2010498047,0.1953125000
SD1.1,2,SD1.1,20,0.8212890625,0.5830078125,0.4995117188,0.4501953125,0.4174804688,0.3918457031,0.3703613281,0.3518066406,0.3352050781,0.3208007812,0.3076171875,0.2954101562,0.2839355469,0.2739257812,0.2639160156,0.2548828125,0.2462158203,0.2381591797,0.2307128906,0.2235107422,0.2166748047,0.2102050781,0.2043457031,0.1983642578,0.1927490234
SD1.1,2,SD1.1,21,0.8276367188,0.5961914062,0.5112304688,0.4602050781,0.4250488281,0.3969726562,0.3735351562,0.3532714844,0.3356933594,0.3205566406,0.3068847656,0.2941894531,0.2824707031,0.2719726562,0.2619628906,0.2529296875,0.2443847656,0.2363281250,0.2290039062,0.2219238281,0.2152099609,0.2088623047,0.2030029297,0.1970214844,0.1912841797
